,title,price,link,image_url,Kilométrage,Couleur du véhicule,Etat du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Livraison,Cylindrée moto
73,"A vendre 
Kia Rio SX 1er main",49000,https://www.tayara.tn/fr/item/6798a92da487ea2259bf91a3/Voitures/Tunis/Carthage/A_vendre_Kia_Rio_SX_1er_main_/,https://www.tayara.tn/mediaGateway/resize-image?img=12/1213ce53-f984-4aca-9f1f-eeb75f22c38c&w=300,113000,Noir,Nouveau,Manuelle,2020,1.2L,Kia,Rio,5,Berline,Essence,,
74,Peugeot 2008,76500,https://www.tayara.tn/fr/item/6798a6aa6286c24145780e44/Voitures/Tunis/La_Goulette/Peugeot_2008/,https://www.tayara.tn/mediaGateway/resize-image?img=9b/9b9e2823-dee2-4b5e-90bf-db69c871b30d&w=300,44000,Blanc,Avec kilométrage,Manuelle,2022,1.2L,Peugeot,2008,6,Autres,Essence,,
75,CLA 180D,105000,https://www.tayara.tn/fr/item/6797d1296286c2414577a704/Voitures/Monastir/Bekalta/CLA_180D/,https://www.tayara.tn/mediaGateway/resize-image?img=7a/7a983605-ec16-4d50-a7d8-c719dc0867af&w=300,69234,Noir,Avec kilométrage,Automatique,2017,1.4L,Mercedes-Benz,Classe CLA,5,,Diesel,,
76,k 9 premier main,11111,https://www.tayara.tn/fr/item/6797d0ba6286c2414577a69f/Voitures/Siliana/Siliana/k_9_premier_main_/,https://www.tayara.tn/mediaGateway/resize-image?img=4d/4d34c5c9-1991-4483-a973-7fc55238963e&w=300,120,Noir,Nouveau,Manuelle,2021,1.6L,Peugeot,Partner,5,Compacte,Diesel,,
77,polo 3,11000,https://www.tayara.tn/fr/item/6797ceb0a487ea2259bf258a/Voitures/La_Manouba/Oued_Ellil/polo_3/,https://www.tayara.tn/mediaGateway/resize-image?img=1d/1d1bcaa0-4e9b-4c69-b38e-a4b0e804cfcf&w=300,380000,Blanc,Avec kilométrage,Manuelle,1998,>4.0L,Volkswagen,Polo,4,Autres,Essence,,
78,voitures Isuzu D max,105000,https://www.tayara.tn/fr/item/6797ca276286c2414577a058/Voitures/Kairouan/Echrarda/voitures_Isuzu_D_max/,https://www.tayara.tn/mediaGateway/resize-image?img=05/0507905e-966d-4572-940f-a61b690cbb25&w=300,00,Blanc,Nouveau,Manuelle,2024,2.5L,Isuzu,D-MAX,11896428,4 x 4,Essence,,
79,Mercedes Benz C180,44800,https://www.tayara.tn/fr/item/6797c760a487ea2259bf1ef5/Voitures/Sousse/Sousse_Sidi_Abdelhamid/Mercedes_Benz_C180/,https://www.tayara.tn/mediaGateway/resize-image?img=3b/3b7779a3-8925-4590-9ba4-fd41470903ca&w=300,200,Noir,Nouveau,Manuelle,2010,1.6L,Mercedes-Benz,Classe C,9,Berline,Essence,,
80,Citroen c-élysée,21000,https://www.tayara.tn/fr/item/67974dafa487ea2259bea721/Voitures/Ben_Arous/Mgrine/Citroen_clyse/,https://www.tayara.tn/mediaGateway/resize-image?img=85/853072ba-a0a4-4c44-a02c-4493f2ddb374&w=300,145000,Gris,Nouveau,Manuelle,2013,,Citroen,C-Elysée,5,,Essence,,
81,tata xénon ndhifa,32000,https://www.tayara.tn/fr/item/679749e16286c24145772173/Camions/Ben_Arous/Boumhel/tata_xnon_ndhifa_/,https://www.tayara.tn/mediaGateway/resize-image?img=dc/dc59152a-43e9-4b88-8811-03c20bf5d9c7&w=300,,,,,,,,,,,,,
82,Chevrolet Optra 1.6,19000,https://www.tayara.tn/fr/item/67965a10a487ea2259be2356/Voitures/Ariana/Riadh_Andalous/Chevrolet_Optra_16/,https://www.tayara.tn/mediaGateway/resize-image?img=36/368eca97-2bed-42be-b55a-c096146471cb&w=300,200500,Noir,,Manuelle,2007,1.6L,,,6,,Essence,,
83,toyota,38500,https://www.tayara.tn/fr/item/679655ef6286c24145769d7d/Voitures/La_Manouba/La_Manouba/toyota/,https://www.tayara.tn/mediaGateway/resize-image?img=22/224e7c1e-cdc6-44ea-8886-8bc03c6ae40b&w=300,95000,Noir,Nouveau,Automatique,2022,1.2L,Toyota,Aygo,5,Compacte,Essence,,
84,Golf 6 essence 1.4,99999,https://www.tayara.tn/fr/item/679655646286c24145769d02/Voitures/Gafsa/Gafsa_Sud/Golf_6_essence_14/,https://www.tayara.tn/mediaGateway/resize-image?img=51/514dbcbc-ba32-4b6c-8cae-e5aeb6d66e83&w=300,190,Bleu,Nouveau,Automatique,2010,1.4L,Volkswagen,Golf 6,9,Autres,Essence,,
85,"Peugeot 106 phase 2      prix 12,500",12500,https://www.tayara.tn/fr/item/679564ad6286c24145762ec8/Voitures/La_Manouba/La_Manouba/Peugeot_106_phase_2_prix_12500_/,https://www.tayara.tn/mediaGateway/resize-image?img=54/54181cc5-0e76-4072-9a37-8c9c5e732885&w=300,50000,Blanc,Nouveau,Manuelle,1997,<1.0L,Peugeot,106,4,Berline,Essence,,
86,Boxer comme Neuf,90000,https://www.tayara.tn/fr/item/67955ea36286c24145762a28/Camions/Mahdia/Hebira/Boxer_comme_Neuf_/,https://www.tayara.tn/mediaGateway/resize-image?img=19/1941816d-6f7d-4a2e-a701-8a2844416aeb&w=300,,,,,,,,,,,,,
87,suzuki swift 2021 premiere main 23228201,39000,https://www.tayara.tn/fr/item/679551d4a487ea2259bda423/Voitures/La_Manouba/La_Manouba/suzuki_swift_2021_premiere_main_23228201/,https://www.tayara.tn/mediaGateway/resize-image?img=7e/7e693a90-29eb-4d03-987d-899f93528a80&w=300,116000,Gris,Nouveau,Manuelle,2021,1.2L,Suzuki,Swift,5,Compacte,Essence,,
88,"CITROËN NEMO 1.3
Diesel 5cv , 2 places 
Climatisee
Vitres électriques 
Verrouillage centralisé 
Année 2018
219000 Km
☎️51317521
PRIX 23000 DT",230000,https://www.tayara.tn/fr/item/6795504d6286c24145761e8f/Voitures/Monastir/Monastir/CITRON_NEMO_13Diesel_5cv_2_places_ClimatiseeVitres_lectriques_Verrouillage_centralis_Anne_2018219000_Km51317521PRIX_23000_DT/,https://www.tayara.tn/mediaGateway/resize-image?img=dd/dd43aa67-d894-47eb-8a9a-0696f32b05b5&w=300,219000,Noir,Avec kilométrage,Manuelle,2018,1.3L,Citroen,Nemo,5,Compacte,Diesel,,
89,208,33000,https://www.tayara.tn/fr/item/67955020a487ea2259bda2f9/Voitures/Tunis/El_Omrane_Suprieur/208_/,https://www.tayara.tn/mediaGateway/resize-image?img=46/4607340a-4ddf-44b7-a3d9-e149193d0c86&w=300,68750,Noir,Avec kilométrage,Manuelle,2020,1.2L,Peugeot,208,4,Autres,Essence,,
90,Clio 4 TCe,37800,https://www.tayara.tn/fr/item/6794c4a56286c2414575aed2/Voitures/Ariana/Ariana/Clio_4_TCe/,https://www.tayara.tn/mediaGateway/resize-image?img=a6/a69bd2b6-de39-4563-8974-f59bddeb057f&w=300,67000,Gris,Avec kilométrage,Manuelle,2016,1.2L,Renault,Clio,5,Autres,Essence,,
91,DACIA LOGAN,62500,https://www.tayara.tn/fr/item/6794c2b2a487ea2259bd31ce/Voitures/Ben_Arous/Mgrine/DACIA_LOGAN_/,https://www.tayara.tn/mediaGateway/resize-image?img=40/40022ab9-3318-4e34-8607-67a619bd00c0&w=300,0,Gris,Nouveau,Manuelle,2025,,Dacia,Logan,,Berline,Essence,,
92,voiture,125000,https://www.tayara.tn/fr/item/6794bfb7a487ea2259bd2f8c/Voitures/Ben_Arous/Ezzahra/voiture_/,https://www.tayara.tn/mediaGateway/resize-image?img=08/08e2b536-baa4-49cb-b6fd-d160db007ba8&w=300,0,Blanc,Avec kilométrage,Manuelle,2002,<1.0L,Peugeot,306,6,Autres,Diesel,,
93,96 134 938,63000,https://www.tayara.tn/fr/item/6793b1596286c24145751a46/Voitures/Sfax/Sfax_Ville/96_134_938_/,https://www.tayara.tn/mediaGateway/resize-image?img=1b/1b5c0579-8ae7-40eb-afd2-8ad4544c0df0&w=300,167,Noir,Avec kilométrage,Automatique,2018,1.2L,Nissan,Qashqai,6,Berline,Essence,,
94,SEAT LEON STYLE,53000,https://www.tayara.tn/fr/item/678fd9cec572f8fd2af58d7e/Voitures/Ben_Arous/Medina_Jedida/SEAT_LEON_STYLE_/,https://www.tayara.tn/mediaGateway/resize-image?img=bc/bc827b00-c833-4c1c-8389-4bdd9eb4f55f&w=300,220000,Blanc,Avec kilométrage,Manuelle,2016,1.2L,Seat,Leon,6,Berline,Essence,,
95,bmw serie 1 e87 116i,36500,https://www.tayara.tn/fr/item/6793af0ca487ea2259bc9c2e/Voitures/Tunis/Tunis/bmw_serie_1_e87_116i_/,https://www.tayara.tn/mediaGateway/resize-image?img=64/64a3e26a-778c-48c7-8363-6364bea9aff9&w=300,210000,Gris,Avec kilométrage,Manuelle,2009,1.6L,BMW,Serie 1,7,Compacte,Essence,,
96,Megane 2,21000,https://www.tayara.tn/fr/item/67927b99c572f8fd2af73e77/Voitures/Sfax/Sfax/Megane_2_/,https://www.tayara.tn/mediaGateway/resize-image?img=15/15f1c7ea-e28d-417f-aff7-663bf0161b0a&w=300,00000,Noir,Avec kilométrage,Manuelle,2005,1.2L,Renault,Megane,5,Autres,Diesel,,
97,Citroën Modèle : C-Elysée en bon etat,20500,https://www.tayara.tn/fr/item/67916d689bffab23b80ec64b/Voitures/Nabeul/Menzel_Temime/Citron_Modle_CElyse_en_bon_etat/,https://www.tayara.tn/mediaGateway/resize-image?img=8d/8defcb24-47b6-4886-8c9d-bbbbed871f5b&w=300,220000,Noir,Avec kilométrage,Manuelle,2014,1.2L,Citroen,C-Elysée,5,Berline,Essence,,
98,kia sportage,55000,https://www.tayara.tn/fr/item/67916cf5c572f8fd2af6a0b5/Voitures/Tunis/La_Marsa/kia_sportage_/,https://www.tayara.tn/mediaGateway/resize-image?img=01/019ca4d6-6c11-4f8f-9256-4acb477100b6&w=300,256000,Blanc,Avec kilométrage,Manuelle,2013,1.7L,Kia,Sportage,6,Compacte,Diesel,,
99,Haval Jolion,87500,https://www.tayara.tn/fr/item/67916a4ac572f8fd2af69f1c/Voitures/Ben_Arous/Borj_Cedria/Haval_Jolion_/,https://www.tayara.tn/mediaGateway/resize-image?img=56/56d63281-4b0e-40fd-81d3-b0fe4e4183f6&w=300,80000,Blanc,Avec kilométrage,Automatique,2022,1.5L,Haval,jolion,9,Compacte,Essence,,
100,Audi a3,65000,https://www.tayara.tn/fr/item/679163bf9bffab23b80ebf8c/Voitures/Tataouine/Tataouine/Audi_a3/,https://www.tayara.tn/mediaGateway/resize-image?img=77/771a6d6d-4006-4a50-b205-3ea8ff4f5d4a&w=300,172200,Noir,Nouveau,Manuelle,,1.6L,Audi,A3,,Autres,Diesel,,
101,toyota yaris sedan,41000,https://www.tayara.tn/fr/item/6790c3609bffab23b80e2e72/Voitures/Sousse/Akouda/toyota_yaris_sedan/,https://www.tayara.tn/mediaGateway/resize-image?img=35/35742939-d202-484a-aa1c-519b98f1b272&w=300,149000,Blanc,Avec kilométrage,Manuelle,3,1.4L,Toyota,Yaris Verso,6,Autres,Essence,,
102,voiture,12000,https://www.tayara.tn/fr/item/6790bcab9bffab23b80e2801/Voitures/Mdenine/Djerba_Houmt_Souk/voiture_/,https://www.tayara.tn/mediaGateway/resize-image?img=c5/c5c9d0f0-8943-45ae-b137-8cedb734fa88&w=300,340,Blanc,Avec kilométrage,Manuelle,1997,<1.0L,Peugeot,106,4,Autres,Essence,,
103,Golf 7 break,59000,https://www.tayara.tn/fr/item/6790b9d69bffab23b80e256e/Voitures/Nabeul/Bni_Khalled/Golf_7_break_/,https://www.tayara.tn/mediaGateway/resize-image?img=39/394c6fe7-357c-4847-bf5b-fd71fbf94cca&w=300,133,Noir,Nouveau,Manuelle,2019,<1.0L,Volkswagen,Golf,6,Autres,Essence,,
104,Renault CAPTUR TCE 90 TRES PROPRE,60000,https://www.tayara.tn/fr/item/678f8a95c572f8fd2af54213/Voitures/Tunis/Centre_Urbain_Nord/Renault_CAPTUR_TCE_90_TRES_PROPRE_/,https://www.tayara.tn/mediaGateway/resize-image?img=92/92700a04-caef-4581-b97d-233ce9e161ab&w=300,93400,Vert,Avec kilométrage,Manuelle,2019,,Renault,Capture,5,Autres,Essence,,
105,GEELY BOITE AUTO 39000KM,52000,https://www.tayara.tn/fr/item/678f898ac572f8fd2af54101/Voitures/Ariana/Ghazela/GEELY_BOITE_AUTO_39000KM/,https://www.tayara.tn/mediaGateway/resize-image?img=87/87950dba-f1dd-4be6-9003-9ecf0c088335&w=300,39000,Blanc,Avec kilométrage,,2021,,Geely,,,,,,
106,Piaggio Ciao,12345,https://www.tayara.tn/fr/item/678f89099bffab23b80d6741/Motos/Tunis/Tunis/Piaggio_Ciao/,https://www.tayara.tn/mediaGateway/resize-image?img=c1/c1536dd4-2081-4a79-84c4-940e39fe7019&w=300,12345,Noir,Avec kilométrage,Manuelle,2010,,,,,,,,50
107,HYUNDAI I20  2023 sur leasing,35000,https://www.tayara.tn/fr/item/678e5c309bffab23b80cac9e/Voitures/Tunis/El_Omrane_Suprieur/HYUNDAI_I20_2023_sur_leasing/,https://www.tayara.tn/mediaGateway/resize-image?img=1b/1b4d28d9-28d1-4a61-8847-2a25a8c14360&w=300,35,Gris,Avec kilométrage,Manuelle,2023,1.2L,Hyundai,I 20,5,Autres,Essence,,
108,voiture Peugeot pipper,24000,https://www.tayara.tn/fr/item/678e5b00c572f8fd2af484a8/Voitures/Sfax/Route_de_GABES/voiture_Peugeot_pipper/,https://www.tayara.tn/mediaGateway/resize-image?img=61/61243d34-89c4-4b32-8eb7-68e7fadf6643&w=300,135055,Gris,Nouveau,Manuelle,2017,<1.0L,Peugeot,Bipper,2017,Berline,Diesel,,
109,Seat Ibiza Importée,49800,https://www.tayara.tn/fr/item/678e58c2c572f8fd2af48279/Voitures/Ariana/Nouvelle_Ariana/Seat_Ibiza_Importe/,https://www.tayara.tn/mediaGateway/resize-image?img=52/52e4c2c1-81c8-4310-a875-511fedc208fc&w=300,77.7,Bleu,Avec kilométrage,Manuelle,2019,<1.0L,Seat,Ibiza,5,Compacte,Essence,,
110,Golf 7 essence,43500,https://www.tayara.tn/fr/item/678d49679bffab23b80b8689/Voitures/Monastir/Moknine/Golf_7_essence_/,https://www.tayara.tn/mediaGateway/resize-image?img=f4/f4a46b1d-82af-4734-87d0-29f1163cd11d&w=300,157000,Noir,Avec kilométrage,Manuelle,2014,1.2L,Volkswagen,Golf,5,Compacte,Essence,,
111,B9,26500,https://www.tayara.tn/fr/item/678d44d69bffab23b80b7eaf/Voitures/Ariana/Chotrana_1/B9/,https://www.tayara.tn/mediaGateway/resize-image?img=4b/4bd84bd1-a94b-4604-b645-238acb6a431b&w=300,354,Gris,Avec kilométrage,Manuelle,2016,1.6L,Citroen,Berlingo,6,Utilitaire,Diesel,,
112,Peugeot 206,16500,https://www.tayara.tn/fr/item/678c147e9bffab23b80a4e5c/Voitures/Tunis/Tunis_Belvedere/Peugeot_206/,https://www.tayara.tn/mediaGateway/resize-image?img=41/41096913-32bf-4f10-88d3-09d285e199c6&w=300,000,Noir,Avec kilométrage,Manuelle,2003,1.2L,Peugeot,206,4,Compacte,Essence,,
113,Hyundai I10 BVA,48000,https://www.tayara.tn/fr/item/678c08589bffab23b80a3860/Voitures/Ben_Arous/El_Mourouj_3/Hyundai_I10_BVA/,https://www.tayara.tn/mediaGateway/resize-image?img=63/635cf927-4e31-42c9-bc39-49cab71c9a16&w=300,58000,Rouge,Avec kilométrage,Automatique,2021,1.2L,Hyundai,I 10,,,Essence,,
114,🚘PEUGEOT 508 //  E-HDI 🚘,38000,https://www.tayara.tn/fr/item/678c05f59bffab23b80a3408/Voitures/Ariana/Ghazela/PEUGEOT_508_EHDI_/,https://www.tayara.tn/mediaGateway/resize-image?img=52/5220d929-aac8-4233-8792-39cbf55ec62d&w=300,200000,Blanc,Avec kilométrage,Manuelle,2012,1.6L,Peugeot,508,6,Autres,Diesel,,
115,FORD ECOSPORT,79900,https://www.tayara.tn/fr/item/678bff3f9bffab23b80a27ac/Voitures/Tunis/El_Menzah_9/FORD_ECOSPORT/,https://www.tayara.tn/mediaGateway/resize-image?img=2f/2fe4d408-895c-4586-925e-47a18fc575f8&w=300,22500,Gris,Avec kilométrage,Automatique,2022,,Ford,,7,,Essence,,
116,Voiture Citroën Jimmy à vendre,25500,https://www.tayara.tn/fr/item/678bfd4b9bffab23b80a23bf/Voitures/Tunis/Le_Bardo/Voiture_Citron_Jimmy_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=9a/9a1001fc-1216-4674-b80b-7642cb7cf1c8&w=300,226000,Blanc,Avec kilométrage,Manuelle,2005,,Citroen,Jumpy,,,Diesel,,
117,Moto forza rouge,2100000,https://www.tayara.tn/fr/item/678ac0957041684afec583f7/Motos/Tunis/L_Aouina/Moto_forza_rouge_/,https://www.tayara.tn/mediaGateway/resize-image?img=00/001c1a3b-4408-4cb1-ae52-f369acbc6220&w=300,,Rouge,Nouveau,,,,,,,,,,
118,GOLF 7   essence,63000,https://www.tayara.tn/fr/item/671b7deffadab5dc3ddd6bfb/Voitures/Mahdia/Essouassi/GOLF_7_essence_/,https://www.tayara.tn/mediaGateway/resize-image?img=61/61fb21de-cb84-4255-8bbb-e9e603e1c7fb&w=300,123001,Beige,Nouveau,Automatique,2020,<1.0L,Volkswagen,Golf,115,Berline,Essence,,
119,Voiture Peugeot 5008 2.0 L très bonne etat propre . 7 places,36000,https://www.tayara.tn/fr/item/678ab5e57041684afec57988/Voitures/Nabeul/Hammamet/Voiture_Peugeot_5008_20_L_trs_bonne_etat_propre_7_places_/,https://www.tayara.tn/mediaGateway/resize-image?img=db/dbf04546-3ac2-438f-9ad0-46a12e7a04d5&w=300,,Blanc,,Manuelle,2013,2.0L,Peugeot,5008,7,Monospace,Diesel,,
120,Peugeot 3008,89500,https://www.tayara.tn/fr/item/6789b0f8ed6f33de58c468ef/Voitures/Mdenine/Mdenine/Peugeot_3008/,https://www.tayara.tn/mediaGateway/resize-image?img=cd/cdb9efbd-63c6-441f-b4be-7d667d754134&w=300,134000,Gris,Avec kilométrage,Automatique,2020,,Peugeot,3008,,Compacte,Diesel,,
121,Golf 4 1.9  TDI,12000000,https://www.tayara.tn/fr/item/67899958ed6f33de58c46422/Voitures/Ariana/Chotrana/Golf_4_19_TDI/,https://www.tayara.tn/mediaGateway/resize-image?img=56/560be3cc-9a25-4ef4-93db-57d9b30edabc&w=300,,Noir,Avec kilométrage,Manuelle,,1.9L,Volkswagen,Golf,,,Essence,,
122,Range rover sport,85000,https://www.tayara.tn/fr/item/67897b3a7041684afec4bf0b/Voitures/Tunis/La_Marsa/Range_rover_sport/,https://www.tayara.tn/mediaGateway/resize-image?img=33/33897ba7-903a-48d9-afb4-085d8421be0f&w=300,,Orange,Avec kilométrage,Automatique,2009,>4.0L,,,32,4 x 4,Essence,,
123,Tcross,71000,https://www.tayara.tn/fr/item/6788a531ed6f33de58c3a363/Voitures/Nabeul/Mrezga/Tcross/,https://www.tayara.tn/mediaGateway/resize-image?img=ba/baed4476-e568-4962-a475-cb75fe09f339&w=300,58000,Noir,Nouveau,Manuelle,2021,3.0L,Volkswagen,T-ROC,6,,Essence,,
124,Mahindra k8blanche,30000,https://www.tayara.tn/fr/item/6788a2337041684afec40cbe/Voitures/Sousse/Hammam_Sousse/Mahindra_k8blanche/,https://www.tayara.tn/mediaGateway/resize-image?img=43/43eaa9ba-d595-48ce-a97c-db5f08a4d97d&w=300,65000,Blanc,Avec kilométrage,Manuelle,2020,2.0L,Mahindra,Hover,5,Autres,Essence,,
125,Mercedes BENZ    CLA 180 D,97001,https://www.tayara.tn/fr/item/678899c67041684afec40b71/Voitures/Ben_Arous/Hammam_Chott/Mercedes_BENZ_CLA_180_D/,https://www.tayara.tn/mediaGateway/resize-image?img=d1/d1582d0b-fdb8-4d8c-b574-5dafe0bd19d7&w=300,124600,Noir,RS,Manuelle,2015,1.4L,Mercedes-Benz,Classe CLA,5,Berline,Diesel,,
126,volkswagen tiguan,68000,https://www.tayara.tn/fr/item/6788409b7041684afec3fbb7/Voitures/Sfax/Route_de_laroport/volkswagen_tiguan/,https://www.tayara.tn/mediaGateway/resize-image?img=0d/0dfb9f41-9a69-4e55-8a87-ca126316a9b9&w=300,220000,Bleu,RS,Automatique,2016,2.0L,Volkswagen,Tiguan,14,Autres,Essence,,
127,C elysee à vendre,23000,https://www.tayara.tn/fr/item/67883f38ed6f33de58c39162/Voitures/Bizerte/Menzel_Bourguiba/C_elysee_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=63/63625dea-482c-47ec-8ca0-3b1f790e9bf6&w=300,289000,Noir,Avec kilométrage,Manuelle,2015,1.2L,Citroen,C-Elysée,5,Berline,Essence,,
128,Mercedes-Benz Classe C180 AMG,21403308,https://www.tayara.tn/fr/item/67883c7b7041684afec3fa18/Voitures/Tunis/Lac_1/MercedesBenz_Classe_C180_AMG/,https://www.tayara.tn/mediaGateway/resize-image?img=68/68a10539-4e42-468a-b787-0da08f855465&w=300,135000,Blanc,Nouveau,Automatique,2017,1.6L,Mercedes-Benz,Classe C,,Berline,Essence,,
129,Suzuki Baleno BVA,39500,https://www.tayara.tn/fr/item/67879260ed6f33de58c2f85b/Voitures/Bja/Testour/Suzuki_Baleno_BVA/,https://www.tayara.tn/mediaGateway/resize-image?img=b9/b921d1cd-34ae-41a7-a099-aa35dfd528ce&w=300,139280,Marron,Avec kilométrage,Automatique,2019,1.4L,Suzuki,Baleno,5,Compacte,Essence,,
130,Kia sportage GT line PREMIUM,115000,https://www.tayara.tn/fr/item/678791fbed6f33de58c2f7fd/Voitures/Sousse/Sahloul/Kia_sportage_GT_line_PREMIUM_/,https://www.tayara.tn/mediaGateway/resize-image?img=44/44bdc904-ac46-4265-868c-37055a38be00&w=300,67000,Noir,Avec kilométrage,Automatique,2019,1.6L,Kia,Sportage,8,4 x 4,Diesel,,
131,Kia Rio gt line,45000,https://www.tayara.tn/fr/item/6787919aed6f33de58c2f789/Voitures/La_Manouba/La_Manouba/Kia_Rio_gt_line_/,https://www.tayara.tn/mediaGateway/resize-image?img=bd/bd7a0405-38cf-4fdb-860c-5c6523b4440e&w=300,61000,Autre,Nouveau,Manuelle,2022,<1.0L,Kia,Rio,5,Autres,Essence,,
132,Polo6 a vendre,14000000,https://www.tayara.tn/fr/item/6787902eed6f33de58c2f624/Voitures/Ariana/Ettadhamen/Polo6_a_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=8e/8eea75d1-3255-4c3f-97e8-c271497d7583&w=300,,Blanc,Avec kilométrage,Manuelle,2011,,Volkswagen,Polo,,,Diesel,,
133,automobile,34000000,https://www.tayara.tn/fr/item/67878f787041684afec3600b/Voitures/Ariana/Ariana/automobile/,https://www.tayara.tn/mediaGateway/resize-image?img=54/54511e30-3385-468c-9dae-b025034b186f&w=300,250000,Blanc,Avec kilométrage,Manuelle,2018,1.9L,Citroen,Berlingo,5,Monospace,Diesel,,
134,Passat b6,220000,https://www.tayara.tn/fr/item/67878f127041684afec35fac/Voitures/Mahdia/Mahdia/Passat_b6/,https://www.tayara.tn/mediaGateway/resize-image?img=ba/ba274e08-b00a-4d7d-b7c0-5fb82690bb65&w=300,400,Gris,Avec kilométrage,Manuelle,2001,1.9L,Volkswagen,Passat,7,Autres,Diesel,,
135,voiture à vendre,27000,https://www.tayara.tn/fr/item/67850f72ed6f33de58c152a3/Voitures/Sfax/Sfax/voiture_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=15/15626a37-4458-4dbb-a219-6f9827761c70&w=300,94000,Rouge,Avec kilométrage,Manuelle,2019,,Mahindra,,,,,,
136,BMW 316i E90 MOTEUR N45 BOITE AUTO TOIT OUVRANT EXCELLENT ETAT TEL 22801802,51500,https://www.tayara.tn/fr/item/67850eca7041684afec1bcef/Voitures/Ariana/Ennasr/BMW_316i_E90_MOTEUR_N45_BOITE_AUTO_TOIT_OUVRANT_EXCELLENT_ETAT_TEL_22801802/,https://www.tayara.tn/mediaGateway/resize-image?img=48/48087e76-4faa-47ad-9bec-2cdc0bc01ae8&w=300,127000,Gris,Avec kilométrage,Automatique,2012,1.6L,BMW,Serie 3,7,Berline,Essence,,
137,TELESCOPIQUE A VENDRE,75000,https://www.tayara.tn/fr/item/67850e707041684afec1bc9c/Engins%20BTP/Nabeul/Menzel_Bouzelfa/TELESCOPIQUE_A_VENDRE_/,https://www.tayara.tn/mediaGateway/resize-image?img=fd/fdec559a-8e22-47b1-b6f7-23ff40d3134c&w=300,,,,,,,,,,,,,
138,Groupe electrogene,18000,https://www.tayara.tn/fr/item/6783f2377041684afec0b58a/Engins%20Agricoles/Sidi_Bouzid/Mezzouna/Groupe_electrogene_/,https://www.tayara.tn/mediaGateway/resize-image?img=15/152c4b43-e933-4a8a-aca2-cb63ccbab5d0&w=300,,,,,,,,,,,,,
139,Clio 3,27000,https://www.tayara.tn/fr/item/6783f0f67041684afec0b362/Voitures/Sousse/Sousse/Clio_3/,https://www.tayara.tn/mediaGateway/resize-image?img=35/350962c9-c979-4cc0-97d0-e1041ea40c23&w=300,9999999,Noir,Avec kilométrage,Manuelle,999999,1.4L,Renault,Clio,5,Compacte,Essence,,
140,evico,43000,https://www.tayara.tn/fr/item/6783f00e7041684afec0b1e2/Voitures/Monastir/Moknine/evico/,https://www.tayara.tn/mediaGateway/resize-image?img=15/15e491a0-7837-4bba-907c-d1dbbb7323c7&w=300,100000,Rouge,Nouveau,Manuelle,1980,2.5L,Iveco,Daily,12,Pick up,Diesel,,
141,AUDI Q7,58000000,https://www.tayara.tn/fr/item/6782bcf57041684afebf53fa/Voitures/Mdenine/Djerba_Midoun/AUDI_Q7_/,https://www.tayara.tn/mediaGateway/resize-image?img=3c/3cc56695-3e08-416c-aa85-eac130a1af05&w=300,300000,Gris,Avec kilométrage,Automatique,2006,3.0L,Audi,Q7,16,4 x 4,Diesel,,
142,kia picanto 1.2 BVA GTLINE dans l’emballage,59500,https://www.tayara.tn/fr/item/6782bc407041684afebf52f0/Voitures/Ariana/Riadh_Andalous/kia_picanto_12_BVA_GTLINE_dans_lemballage_/,https://www.tayara.tn/mediaGateway/resize-image?img=8b/8bbec777-5d5e-49d8-b78d-0e571b85b080&w=300,6000,Noir,Nouveau,Automatique,2024,1.2L,Kia,Picanto,4,Compacte,Essence,,
143,Vente MG GS,52000,https://www.tayara.tn/fr/item/678184537041684afebe2b5b/Voitures/La_Manouba/Tebourba/Vente_MG_GS/,https://www.tayara.tn/mediaGateway/resize-image?img=3f/3f71f23a-7557-4d87-a341-e23702f4c4ab&w=300,195000,Marron,Avec kilométrage,Automatique,2018,1.5L,MG,,9,4 x 4,Essence,,
144,nemo,30000,https://www.tayara.tn/fr/item/67818267b7de28167ed35680/Voitures/Sfax/Route_El_Afrane/nemo/,https://www.tayara.tn/mediaGateway/resize-image?img=d6/d673ceaf-75ae-440c-86bb-5b4cef339a1a&w=300,99800,Noir,Avec kilométrage,Manuelle,2017,1.3L,Citroen,Nemo,6,Utilitaire,Diesel,,
145,k9 peugeot 3 places🇨🇵,50500,https://www.tayara.tn/fr/item/678180c17041684afebe27be/Voitures/Sidi_Bouzid/Sidi_Bouzid/k9_peugeot_3_places/,https://www.tayara.tn/mediaGateway/resize-image?img=d6/d6eca27c-9fb5-4a79-bfbe-fa307a509d72&w=300,180000,Blanc,Nouveau,Manuelle,2020,1.5L,Peugeot,J9,4,Compacte,Diesel,,
